# # # # # # # # # # # # # Date		WITHDRAWALS
20170705.00	     0.00
20170706.00	     0.00
20170707.00	     0.00
20170710.00	     0.00
20170711.00	     0.00
20170712.00	     0.00
20170713.00	     0.00
20170714.00	     0.00
20170717.00	     0.00
20170718.00	     0.00
20170719.00	     0.00
20170720.00	     0.00
20170721.00	     0.00
20170724.00	     0.00
20170725.00	     0.00
20170726.00	     0.00
20170727.00	     0.00
20170728.00	     0.00
20170731.00	     0.00
20170801.00	     0.00
20170802.00	     0.00
20170803.00	     0.00
20170804.00	     0.00
20170807.00	     0.00
20170808.00	     0.00
20170809.00	     0.00
20170810.00	     0.00
20170811.00	     0.00
20170814.00	     0.00
20170816.00	     0.00
20170817.00	     0.00
20170818.00	     0.00
20170821.00	     0.00
20170822.00	     0.00
20170823.00	     0.00
20170824.00	     0.00
20170825.00	     0.00
20170828.00	     0.00
20170829.00	     0.00
20170830.00	     0.00
20170831.00	     0.00
20170901.00	     0.00
20170904.00	     0.00
20170905.00	     0.00
20170906.00	     0.00
20170907.00	     0.00
20170908.00	     0.00
20170911.00	     0.00
20170912.00	     0.00
20170913.00	     0.00
20170914.00	     0.00
20170915.00	     0.00
20170918.00	     0.00
20170919.00	     0.00
20170920.00	     0.00
20170921.00	     0.00
20170922.00	     0.00
20170925.00	     0.00
20170926.00	     0.00
20170927.00	     0.00
20170928.00	     0.00
20170929.00	     0.00
20171002.00	     0.00
20171003.00	     0.00
20171004.00	     0.00
20171005.00	     0.00
20171006.00	     0.00
20171009.00	     0.00
20171010.00	     0.00
20171011.00	     0.00
20171012.00	     0.00
20171013.00	     0.00
20171016.00	     0.00
20171017.00	     0.00
20171018.00	     0.00
20171019.00	     0.00
20171020.00	     0.00
20171023.00	     0.00
20171024.00	     0.00
20171025.00	     0.00
20171026.00	     0.00
20171027.00	     0.00
20171030.00	     0.00
20171031.00	     0.00
20171101.00	     0.00
20171102.00	     0.00
20171103.00	     0.00
20171106.00	     0.00
20171107.00	     0.00
20171108.00	     0.00
20171109.00	     0.00
20171110.00	     0.00
20171113.00	     0.00
20171114.00	     0.00
20171115.00	  4851.89
20171116.00	  4851.89
20171117.00	     0.00
20171120.00	     0.00
20171121.00	     0.00
20171122.00	     0.00
20171123.00	     0.00
20171124.00	     0.00
20171127.00	     0.00
20171128.00	     0.00
20171129.00	     0.00
20171130.00	     0.00
20171201.00	     0.00
20171204.00	     0.00
20171205.00	     0.00
20171206.00	     0.00
20171207.00	     0.00
20171208.00	     0.00
20171211.00	     0.00
20171212.00	     0.00
20171213.00	     0.00
20171214.00	     0.00
20171215.00	     0.00
20171218.00	     0.00
20171219.00	     0.00
20171220.00	     0.00
20171221.00	     0.00
20171222.00	     0.00
20171227.00	     0.00
